p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
6.76010545214814e-111	0.600205712909409	0.588	0.295	1.60498423644901e-106	20	GCC2
8.14326092912993e-111	0.77663956900578	0.244	0.082	1.93337300979403e-106	20	BBC3
8.52339329429459e-111	0.301684969609363	0.286	0.057	2.02362403593142e-106	20	SH3YL1
1.3477982097671e-110	0.275642558116061	0.236	0.037	3.19994250962904e-106	20	FSD1L
1.4022565741334e-110	0.287376072895156	0.225	0.033	3.32923755830753e-106	20	AP4M1
2.39854340376487e-110	0.284159779722514	0.243	0.04	5.69462174921856e-106	20	KANSL1L
3.68279574074084e-110	0.298030163422486	0.282	0.057	8.7436936476669e-106	20	WDTC1
4.34279784875535e-110	0.484239776792104	0.358	0.108	1.03106706525149e-105	20	ZNF688
6.27323540687837e-110	0.504136000641667	0.467	0.176	1.48939155030106e-105	20	MARCH6
1.4986347059428e-108	0.374855290810491	0.211	0.036	3.55805851884939e-104	20	OLMALINC
1.94315002973769e-108	0.468466845806167	0.434	0.149	4.61342680060323e-104	20	SLC12A7
3.06234488859263e-108	0.252560113913448	0.142	0.01	7.27061923449663e-104	20	ZNF584
3.35740638366377e-108	0.335389232912731	0.273	0.054	7.97115423609452e-104	20	PIBF1
5.57750458527748e-108	0.470498481838076	0.374	0.107	1.32421113863658e-103	20	ZBTB20
5.73988255928131e-108	0.534620224120507	0.701	0.525	1.36276291722457e-103	20	NDUFC1
6.64891243367392e-108	0.290886460776743	0.234	0.037	1.57858479000286e-103	20	HKR1
1.24459273114947e-107	0.789764955104098	0.624	0.446	2.95491206229508e-103	20	MT-ND6
1.35589743543079e-107	0.268618506529787	0.182	0.022	3.21917169119978e-103	20	STEAP4
4.83576001152772e-107	0.462991626694351	0.358	0.107	1.14810614193691e-102	20	SPINT1
6.72717263522784e-107	0.289210310807238	0.221	0.035	1.59716532705579e-102	20	EFCAB11
1.21343684830023e-106	0.44575290760158	0.378	0.124	2.88094176523441e-102	20	SMYD2
2.00073111040157e-106	0.416208327632742	0.362	0.1	4.7501358023154e-102	20	OFD1
2.52739804142291e-106	0.276770096286939	0.249	0.044	6.00054842994626e-102	20	JADE1
3.58637841925039e-106	0.267961839301226	0.134	0.008	8.51477964298426e-102	20	MZF1-AS1
3.72585432212185e-106	0.261443174399947	0.229	0.036	8.8459233315817e-102	20	CDC42EP4
4.88147650001888e-106	0.512187306455624	0.819	0.741	1.15896015063448e-101	20	ATP5ME
7.89004049505631e-106	0.366624465539589	0.27	0.054	1.87325341433627e-101	20	MYB
9.36395266538049e-106	0.467193179925203	0.471	0.179	2.22318964181464e-101	20	WDR45B
1.16726770977602e-105	0.409031829846077	0.324	0.082	2.77132699655022e-101	20	DLG1
1.2265110924666e-105	0.266378514161802	0.216	0.032	2.91198263573419e-101	20	USP53
1.95156566314365e-105	0.438821334143166	0.298	0.074	4.63340719743565e-101	20	HMGB3
2.75715873136387e-105	0.407997556068997	0.385	0.121	6.5460462600041e-101	20	TPGS2
4.55142597339579e-105	0.412394980235496	0.298	0.073	1.08059955460363e-100	20	GMDS
1.68194411983456e-104	0.291187748347741	0.293	0.065	3.99327172931121e-100	20	ARL13B
1.68481676012657e-104	0.548367555661405	0.823	0.767	4.0000919518925e-100	20	PPDPF
2.33951605189266e-104	0.426648028120489	0.44	0.153	5.55447901040354e-100	20	CTBP2
2.82349100069919e-104	0.304291614406477	0.262	0.051	6.70353233386003e-100	20	TTBK2
3.91590461679169e-104	0.282150323028727	0.291	0.064	9.29714074118683e-100	20	ABCD3
4.01905939441156e-104	0.409607795245752	0.273	0.057	9.54205081421191e-100	20	MAPK8IP3
7.48153870829975e-104	0.572933646757436	0.769	0.581	1.77626692012453e-99	20	HSPE1
7.74814705058075e-104	0.366960292307764	0.35	0.095	1.83956507274888e-99	20	ELK3
7.78494473306479e-104	0.502031604541555	0.188	0.031	1.84830157852424e-99	20	PLK2
1.03370137984679e-103	0.471709616669673	0.323	0.088	2.45421381603226e-99	20	ZC3H6
1.93002151013143e-103	0.664386422963082	0.596	0.281	4.58225706935403e-99	20	PLAC8
2.22676969795878e-103	0.31698759716525	0.289	0.063	5.28679661689373e-99	20	KDM5B
6.9608175625405e-103	0.359053866659657	0.316	0.081	1.65263730569836e-98	20	ECHDC2
1.19404219713829e-102	0.525267302539742	0.519	0.253	2.83489498444572e-98	20	AHSA1
2.1529593494077e-102	0.490147947648763	0.428	0.151	5.11155608736376e-98	20	MID1IP1
2.37237336383395e-102	0.348684639866872	0.306	0.075	5.63248884041456e-98	20	C21orf2
6.16782804755088e-102	0.556134593953746	0.74	0.417	1.46436573504953e-97	20	NUPR1
8.40158093076154e-102	0.388669342817087	0.281	0.062	1.9947033445814e-97	20	AL451165.2
1.39724635216546e-101	0.269953455665578	0.231	0.042	3.31734228931124e-97	20	FAM92A
1.44821897044711e-101	0.284955134700405	0.127	0.008	3.43836147963553e-97	20	LURAP1L
1.85807435466741e-101	0.346116514121194	0.363	0.104	4.41144013285136e-97	20	ESYT2
2.72480951859734e-101	0.340508928113177	0.272	0.058	6.46924275905381e-97	20	IQCB1
2.93631993054987e-101	0.300812077016798	0.187	0.026	6.97141077911151e-97	20	URB1-AS1
4.92291389934616e-101	0.37807185404361	0.311	0.078	1.16879821798277e-96	20	HSBP1L1
7.33124471855355e-101	0.407926652428425	0.307	0.08	1.74058412107898e-96	20	PMM1
1.35149725266105e-100	0.405712658237747	0.415	0.145	3.20872477726787e-96	20	EBNA1BP2
1.38270327450784e-100	0.256723061575869	0.255	0.049	3.28281411433652e-96	20	ZDHHC13
3.63005195464077e-100	0.285000080445214	0.201	0.03	8.61846935070812e-96	20	KMT5C
6.42484722797509e-100	0.496292719585551	0.362	0.121	1.52538722886585e-95	20	SLC25A36
6.4489233301478e-100	0.377936169046332	0.346	0.099	1.53110337704369e-95	20	CLCN3
1.07035403315024e-99	0.292248940320511	0.192	0.026	2.54123454550529e-95	20	ZCWPW1
2.04346489804736e-99	0.943340760635727	0.175	0.02	4.85159436094403e-95	20	SERPINB3
8.56910626884375e-99	0.347142388634012	0.295	0.073	2.03447721034888e-94	20	MMAB
1.53921921336782e-98	0.441945953169836	0.376	0.119	3.65441425637787e-94	20	SGMS2
1.54197731195062e-98	0.326473858228128	0.289	0.067	3.66096253403316e-94	20	FAM214A
2.61561234226653e-98	0.378025074693865	0.334	0.09	6.20998682300921e-94	20	JUP
2.92462465305374e-98	0.400580785031083	0.397	0.13	6.9436438512802e-94	20	CISD1
4.54338327113889e-98	0.351185266005447	0.335	0.092	1.07869005623379e-93	20	TOB2
4.89191937370513e-98	0.260239605783561	0.197	0.028	1.16143949770507e-93	20	RIC3
5.26727082672133e-98	0.445799926277615	0.367	0.115	1.25055543968018e-93	20	DNAJB2
1.06354015005508e-97	0.250393072164717	0.168	0.019	2.52505702426077e-93	20	SH2D3A
1.97238212138682e-97	0.331516676338045	0.295	0.072	4.68282963259658e-93	20	KIFAP3
2.8793831569399e-97	0.275897309837021	0.318	0.09	6.83623149120671e-93	20	HS3ST1
5.28850923913207e-97	0.313105816344311	0.301	0.074	1.25559786355474e-92	20	LRBA
8.21012944401031e-97	0.353919118356262	0.287	0.068	1.94924893259693e-92	20	PPME1
1.3236122041128e-96	0.300686295110761	0.32	0.084	3.1425200950046e-92	20	MBNL2
2.77765470730659e-96	0.477033140730127	0.433	0.178	6.59470780608731e-92	20	SMIM19
5.85208903283194e-96	0.372899955972312	0.346	0.101	1.38940297817496e-91	20	SLC37A1
1.03079773771097e-95	0.293663211781622	0.223	0.04	2.4473199888734e-91	20	RPS6KA2
1.67950688277415e-95	0.525366573232168	0.635	0.386	3.98748524108238e-91	20	AES
1.76713340403193e-95	0.438737671198845	0.912	0.953	4.19552812785261e-91	20	MT-ND2
4.16726436885371e-95	0.315724440986143	0.114	0.007	9.89391906453249e-91	20	C6orf99
4.73409056698915e-95	0.663337732418699	0.897	0.846	1.12396778241456e-90	20	GPX4
5.46766608240601e-95	0.408648850030917	0.348	0.104	1.29813328128483e-90	20	CABIN1
1.04896904748078e-94	0.529698344334371	0.54	0.28	2.49046231252887e-90	20	TECR
1.07629918749295e-94	0.597252597724282	0.487	0.247	2.55534953094576e-90	20	PFDN6
1.21530474379894e-94	0.271057868055161	0.155	0.018	2.88537652272745e-90	20	GPT2
1.73403642108318e-94	0.251193900665809	0.172	0.022	4.1169492709357e-90	20	PEX11G
2.78323504077811e-94	0.488026334917753	0.394	0.139	6.60795663381538e-90	20	CCNL2
2.81617667502394e-94	0.251468104241107	0.232	0.043	6.68616666184185e-90	20	PER2
4.11543325557807e-94	0.302407598201682	0.318	0.085	9.77086163539344e-90	20	CBX5
4.18758761845428e-94	0.336923453799824	0.204	0.039	9.94217052373415e-90	20	ME3
6.17132889612957e-94	0.437631094330802	0.376	0.131	1.46519690651908e-89	20	PSMG3
7.43102825231312e-94	0.257865334230923	0.217	0.037	1.76427472766418e-89	20	TRMT10A
9.48151758525999e-94	0.376640763307004	0.391	0.132	2.25110190509243e-89	20	VRK3
1.97438084483151e-93	0.301438711193079	0.293	0.075	4.68757500179896e-89	20	GLT8D1
3.92566220365934e-93	0.301668021112042	0.19	0.028	9.32030720392801e-89	20	MINCR
5.35468647165439e-93	0.434972657935382	0.289	0.085	1.27130966210018e-88	20	GPR137
8.8358007787571e-93	0.309944397086415	0.14	0.012	2.09779582089251e-88	20	FHL2
9.92003952982226e-93	0.440519186572529	0.241	0.053	2.3552157851704e-88	20	MYO15B
1.47213734560986e-92	0.332048865677814	0.271	0.068	3.49514848594693e-88	20	UACA
2.65789443419373e-92	0.413119057979176	0.306	0.085	6.31037296566275e-88	20	CEP164
3.20034000320798e-92	0.277417473366092	0.241	0.05	7.59824723561639e-88	20	WWTR1
3.6803041742729e-92	0.374414336984532	0.349	0.104	8.73777817055872e-88	20	PCNX4
3.81989755547789e-92	0.295367426693103	0.26	0.06	9.0692007762156e-88	20	DHX32
5.07084267806604e-92	0.494472488355575	0.255	0.059	1.20391946862644e-87	20	HIST3H2A
6.18527762512898e-92	0.258720074917125	0.2	0.034	1.46850861375812e-87	20	BCAR1
6.88922884319568e-92	0.262411237381258	0.211	0.036	1.63564071195152e-87	20	ACACA
8.46878178892321e-92	0.324984160670426	0.257	0.058	2.01065817232615e-87	20	HECTD4
1.14693994960265e-91	0.311616393575225	0.284	0.072	2.72306482834662e-87	20	IFT52
1.34602350136574e-91	0.507484507183042	0.472	0.201	3.19572899694253e-87	20	CNTRL
1.75403872088295e-91	0.375530695545326	0.19	0.028	4.1644387311203e-87	20	CDKN1C
2.24564849583601e-91	0.266978686408749	0.249	0.054	5.33161865881386e-87	20	PIR
5.20533088154809e-91	0.441051635360075	0.318	0.092	1.23584965789715e-86	20	MAFK
9.85392113553467e-91	0.410754269511262	0.398	0.142	2.33951795599864e-86	20	BBIP1
1.02844420833574e-90	0.639004122522471	0.688	0.487	2.44173223943071e-86	20	DDX17
1.17709827165624e-90	0.394676196740419	0.397	0.142	2.79466671656625e-86	20	DHX30
1.28671852063464e-90	0.291810330093558	0.262	0.059	3.05492711169077e-86	20	SNAPC1
2.277933656912e-90	0.424979771652713	0.483	0.201	5.40827008824046e-86	20	APP
2.46375268062353e-90	0.406829653134445	0.355	0.119	5.84944161433639e-86	20	ENOSF1
2.70708381030527e-90	0.331664754076185	0.343	0.104	6.42715838242677e-86	20	MBTPS1
5.45084990513379e-90	0.251444493272416	0.21	0.038	1.29414078447686e-85	20	UNC13B
7.69334363678883e-90	0.358865198724753	0.271	0.073	1.82655364624641e-85	20	ZBED5-AS1
1.13987413098012e-89	0.365037432224665	0.34	0.101	2.70628916177299e-85	20	CCDC66
1.36463032859205e-89	0.37358311314669	0.384	0.132	3.23990532614325e-85	20	SUDS3
1.46560333522898e-89	0.474712923932786	0.398	0.161	3.47963543850064e-85	20	SLAIN2
2.78793061941984e-89	0.286571144361501	0.246	0.052	6.61910487662659e-85	20	BCL9L
3.18313005727178e-89	0.431737775737942	0.43	0.165	7.55738738197465e-85	20	TRIM8
3.75136807357155e-89	0.787300830354186	0.21	0.116	8.90649808027358e-85	20	PLCG2
3.78812346434616e-89	0.328760427357641	0.416	0.152	8.99376272905065e-85	20	PRDX2
6.03742901971934e-89	0.254162976528444	0.217	0.044	1.43340639786177e-84	20	STEAP3
8.41084487236786e-89	0.282380972245382	0.226	0.044	1.99690278959758e-84	20	RANBP10
1.40551022019504e-88	0.403438723217275	0.217	0.042	3.33696236478706e-84	20	KCNQ1OT1
5.3488616869173e-88	0.847333738237236	0.69	0.469	1.2699267417079e-83	20	PPP1R15A
5.3563313264301e-88	0.33778035842741	0.2	0.036	1.27170018352103e-83	20	CEP78
7.72571050226116e-88	0.492071751529388	0.398	0.151	1.83423818744684e-83	20	PPP1R10
1.66428035505553e-87	0.536847442855852	0.135	0.012	3.95133441897284e-83	20	CEACAM5
1.87305333877438e-87	0.340517026758518	0.27	0.068	4.44700323691814e-83	20	ARHGEF28
1.99229582009934e-87	0.409684658145369	0.13	0.012	4.73010873607984e-83	20	CYP2F1
2.20488938909683e-87	0.505780451614665	0.433	0.18	5.23484838759369e-83	20	HGS
2.44365518702787e-87	0.98363903580422	0.129	0.011	5.80172614504156e-83	20	MUC5AC
3.09402932117233e-87	0.265212206694419	0.235	0.048	7.34584441432734e-83	20	GK5
4.57845571136595e-87	0.497820518458214	0.576	0.333	1.0870169549925e-82	20	CTNNA1
5.02307561583477e-87	0.384588572589654	0.386	0.139	1.19257861271149e-82	20	SMARCA4
9.89645791794629e-87	0.506721776662326	0.697	0.527	2.34961703887881e-82	20	SPATS2L
1.40432718643369e-86	0.446838820439113	0.399	0.145	3.33415360603088e-82	20	CARHSP1
2.50914951927806e-86	0.979029464766448	0.534	0.313	5.95722278866998e-82	20	ATF3
8.07237964411428e-86	0.600210546672434	0.451	0.197	1.91654437510561e-81	20	MUC20-OT1
9.43561947564867e-86	0.304375892900739	0.245	0.054	2.24020477590851e-81	20	UBN2
1.19822238251991e-85	0.480861147566796	0.317	0.103	2.84481958057877e-81	20	IARS
1.50426810975657e-85	0.260004165595223	0.312	0.094	3.57143334618404e-81	20	SATB1
1.52501520710856e-85	0.305068354577738	0.257	0.06	3.62069110471715e-81	20	SFI1
1.65897456288911e-85	0.423568438040764	0.381	0.145	3.93873740721133e-81	20	MAGED2
1.66165123922937e-85	0.381018577326053	0.357	0.118	3.94509237217838e-81	20	CFAP97
2.94881145641936e-85	0.336760857367909	0.361	0.12	7.00106815983084e-81	20	STYXL1
3.65844797225589e-85	0.550887975716808	0.49	0.228	8.68588717572993e-81	20	MDM2
6.3925878972832e-85	0.275602102455909	0.298	0.082	1.51772821857298e-80	20	ICMT
7.41870321620432e-85	0.439325736123267	0.453	0.199	1.76134851759123e-80	20	PPP4R3B
1.9795389618898e-84	0.592903364320127	0.629	0.4	4.69982140331877e-80	20	GSN
2.09943857875023e-84	0.370958857129612	0.351	0.12	4.98448707366881e-80	20	HACD3
2.33523982788942e-84	0.266561141698227	0.241	0.053	5.54432639937505e-80	20	PHF10
2.37019476725345e-84	0.464547518124454	0.526	0.245	5.62731641641315e-80	20	NSD3
2.74598444717006e-84	0.403305624728822	0.281	0.082	6.51951627447116e-80	20	CDK10
3.59533907813877e-84	0.332432074289843	0.304	0.091	8.53605403931706e-80	20	GALNS
3.59831271574676e-84	0.312294696466992	0.289	0.079	8.54311404972596e-80	20	ZNF609
4.64012311402796e-84	0.405534268355318	0.228	0.063	1.10165802973252e-79	20	PROS1
4.92576874148322e-84	0.453657192628256	0.503	0.221	1.16947601460295e-79	20	RNF145
6.15049704189289e-84	0.39031987920707	0.364	0.128	1.46025100768621e-79	20	DTX2
8.53103677509425e-84	0.265172606143194	0.269	0.067	2.02543875114288e-79	20	NT5DC1
1.06215331481173e-83	0.278340940056367	0.245	0.055	2.52176440002601e-79	20	TTC32
2.67168664688067e-83	0.27045693969666	0.274	0.07	6.34311843702408e-79	20	B4GALT4
3.529889039165e-83	0.296613931967422	0.238	0.053	8.38066255678555e-79	20	ACSS1
4.15633970738444e-83	0.549684091137611	0.566	0.301	9.86798173327215e-79	20	LENG8
6.31474463239764e-83	0.266064920796486	0.202	0.037	1.49924667062385e-78	20	SGSM2
7.19647939247079e-83	0.461589548314557	0.914	0.942	1.70858813736042e-78	20	MT-ND4
8.86885224188631e-83	0.296443438381825	0.249	0.059	2.10564289926865e-78	20	TMEM234
9.67871362795591e-83	0.250473319554684	0.118	0.01	2.29792018954929e-78	20	DGCR6
1.00241095635013e-82	0.27859777320469	0.286	0.077	2.37992409256648e-78	20	SPSB1
1.78607688964402e-82	0.411236950061736	0.421	0.161	4.24050375139283e-78	20	AKNA
2.29056598201877e-82	0.315508886064618	0.268	0.067	5.43826175450896e-78	20	HDAC7
2.67404503201799e-82	0.276224561823915	0.245	0.056	6.34871771501712e-78	20	RIMKLB
5.32521277208599e-82	0.397091947190743	0.437	0.178	1.26431201634866e-77	20	CTNND1
5.45506848809363e-82	0.346393646422583	0.293	0.089	1.29514236044319e-77	20	COQ9
9.00562243211225e-82	0.280023989975778	0.246	0.058	2.13811487783209e-77	20	OGFOD2
9.1911213202603e-82	0.356891433662522	0.393	0.145	2.1821560238562e-77	20	CASC4
1.03192897238534e-81	0.386853387769154	0.311	0.097	2.45000576623727e-77	20	KCNE1
1.15780696148786e-81	0.336328627497497	0.305	0.092	2.74886528796448e-77	20	WBP1
2.53044468467876e-81	0.255161307265325	0.263	0.066	6.00778177036432e-77	20	TMEM68
3.1676550141637e-81	0.353788348049692	0.164	0.025	7.52064653462746e-77	20	ASNS
3.68068195033198e-81	0.512381228417783	0.962	0.992	8.73867508647818e-77	20	MT-CO2
3.77803956475624e-81	0.341976448325959	0.387	0.141	8.96982153464427e-77	20	SS18
5.84444956620586e-81	0.395139647110639	0.426	0.172	1.38758921600859e-76	20	PRRC2B
5.90312774758674e-81	0.358432957599381	0.328	0.104	1.40152058983204e-76	20	TMCO3
7.31280525255681e-81	0.474801248855617	0.467	0.22	1.73620622306204e-76	20	MGMT
9.7332026083729e-81	0.450916729696887	0.431	0.204	2.31085696327989e-76	20	ERCC1
9.88730989421874e-81	0.755504651018263	0.263	0.089	2.34744511508541e-76	20	EGR1
1.5169168285404e-80	0.529046159441408	0.687	0.487	3.60146393432062e-76	20	NFE2L2
2.67199258905342e-80	0.309738947754602	0.293	0.084	6.34384480493063e-76	20	INTS3
3.03623779623745e-80	0.274752040262931	0.273	0.072	7.20863577582695e-76	20	MTA1
3.52000804710238e-80	0.398321814079377	0.766	0.689	8.35720310543046e-76	20	HINT1
3.98514930027538e-80	0.381019535484888	0.328	0.112	9.4615414687138e-76	20	STX18
4.38155358966955e-80	0.26730561668748	0.252	0.062	1.04026845325934e-75	20	SGSM3
5.0045187713235e-80	0.365914316069103	0.366	0.127	1.18817284668762e-75	20	FBRS
5.54290186519699e-80	0.35888917097763	0.348	0.117	1.31599576083507e-75	20	PTS
9.86030500938317e-80	0.26650569030982	0.244	0.058	2.34103361532775e-75	20	POLR1C
1.7160176910601e-79	0.47488545672787	0.555	0.348	4.07416920211489e-75	20	TMEM14B
2.67928818741733e-79	0.304110722014583	0.252	0.065	6.36116601456622e-75	20	HDHD3
4.13747743736262e-79	0.356674878567918	0.284	0.082	9.82319893178634e-75	20	TSC2
8.5334309253508e-79	0.265069489071379	0.138	0.016	2.02600717029679e-74	20	PLS3
9.94472197560972e-79	0.594224625408803	0.936	0.972	2.36107589144926e-74	20	S100A6
1.14359367510473e-78	0.420133399146796	0.466	0.213	2.71512010343364e-74	20	CLINT1
2.36344602030076e-78	0.339992714911927	0.34	0.115	5.61129354139806e-74	20	NFX1
2.51752441903658e-78	0.422366910717405	0.348	0.12	5.97710647567664e-74	20	PRR34-AS1
3.23948356454982e-78	0.401572190401158	0.424	0.183	7.69118187895418e-74	20	TUBGCP2
3.64458067834582e-78	0.441076470694693	0.3	0.105	8.65296344652864e-74	20	AARS
4.22493065773478e-78	0.292228240198651	0.307	0.093	1.00308303675939e-73	20	SYTL3
5.29260776963426e-78	0.289144736161407	0.276	0.075	1.25657093666656e-73	20	ZNF264
6.09560862109947e-78	0.433874758047052	0.382	0.152	1.44721939882144e-73	20	MRPS24
1.1172899818786e-77	0.501892881994349	0.506	0.272	2.65266987497617e-73	20	RPA3
1.19558073799622e-77	0.434004407471853	0.402	0.178	2.83854778815062e-73	20	AKR7A2
1.4405776323023e-77	0.445340651605302	0.489	0.249	3.42021941461212e-73	20	MPC2
1.48092913578107e-77	0.360782744269193	0.388	0.146	3.5160219541714e-73	20	MYO1E
2.20949832479712e-77	0.36991057870644	0.396	0.153	5.24579092273331e-73	20	IFT20
3.05943019215764e-77	0.361037955555246	0.379	0.14	7.26369916222067e-73	20	LCOR
3.13166693320549e-77	0.277821277176021	0.267	0.071	7.43520363281648e-73	20	PREPL
3.76876667329775e-77	0.344646737405801	0.352	0.124	8.94780583574353e-73	20	ATXN7L3B
4.67623646643672e-77	0.487108852286043	0.561	0.286	1.11023206186141e-72	20	ATP1B1
4.72737126645013e-77	0.340102365247685	0.284	0.082	1.12237248608059e-72	20	ATF7IP2
5.52570581289795e-77	0.376480422068946	0.367	0.132	1.31191307409823e-72	20	BORCS7
9.0062556911446e-77	0.36025094718469	0.362	0.134	2.13826522619155e-72	20	DDX42
1.79532889784986e-76	0.254156379547325	0.225	0.051	4.26246986927515e-72	20	C2CD3
3.37637728704182e-76	0.404173069656882	0.412	0.173	8.01619495489469e-72	20	FAM3C
3.59860318345663e-76	0.600858464376895	0.295	0.108	8.54380367816272e-72	20	HEXIM1
3.82752917437985e-76	0.404497300975968	0.423	0.178	9.08731976581264e-72	20	SMARCA2
5.22565865735214e-76	0.267675397720673	0.247	0.061	1.24067587842855e-71	20	STN1
5.59143224013616e-76	0.328533044172953	0.269	0.078	1.32751784245313e-71	20	LBH
8.6552389982484e-76	0.367339041373741	0.43	0.176	2.05492684296414e-71	20	ADD3
1.13841072668485e-75	0.373751352721704	0.37	0.142	2.70281474729517e-71	20	CYB5R1
1.22855512096217e-75	0.447648976356763	0.645	0.492	2.91683556818838e-71	20	ANXA11
1.94059999876722e-75	0.30857970528955	0.309	0.098	4.60737251707313e-71	20	EP400
2.60752395098598e-75	0.518539462447904	0.656	0.454	6.1907833644309e-71	20	SRRM2
6.23676834754431e-75	0.430075848266119	0.738	0.613	1.48073354107397e-70	20	SELENOH
7.01338822632328e-75	0.386127794527922	0.184	0.037	1.66511863269367e-70	20	HIST2H2BF
7.33069935916593e-75	0.459271570605913	0.503	0.238	1.74045464185317e-70	20	FOXP1
1.33861644274661e-74	0.307557905876798	0.201	0.041	3.17814315836901e-70	20	LRRC8A
1.51486897685176e-74	0.398922881785818	0.43	0.186	3.59660192484144e-70	20	TRIM28
1.53896930561063e-74	0.321565049705001	0.781	0.771	3.65382092538075e-70	20	COX6A1
1.67007453044969e-74	0.357367599250362	0.338	0.116	3.96509095019365e-70	20	MINDY2
1.72416392219814e-74	0.3289258744608	0.423	0.172	4.09350998408283e-70	20	PPP2CB
1.81267748336616e-74	0.387684023294407	0.351	0.125	4.30365888100795e-70	20	ARMH1
2.34010403808193e-74	0.549397619854237	0.473	0.242	5.55587500721411e-70	20	WASHC1
3.27127606083249e-74	0.302665372162277	0.326	0.108	7.76666362362851e-70	20	RNF141
4.38072968989246e-74	0.434182039817098	0.28	0.085	1.04007284297427e-69	20	HIST1H2BC
5.77055082055539e-74	0.454016615596471	0.547	0.33	1.37004417581626e-69	20	HDLBP
2.19472444904343e-73	0.250576102035019	0.234	0.057	5.2107147869189e-69	20	TP53INP2
3.82609822324669e-73	0.586267170283051	0.567	0.373	9.08392240163229e-69	20	ACADVL
1.95995430796118e-72	0.25611932302065	0.248	0.065	4.65332351796144e-68	20	DNAJC16
2.802084968979e-72	0.554316626133914	0.572	0.334	6.65271013334994e-68	20	PLEC
5.24621049869567e-72	0.386583309772966	0.292	0.091	1.24555529660032e-67	20	H2AFX
5.95519848286115e-72	0.407550663785803	0.373	0.147	1.4138832238009e-67	20	MKNK2
6.52364091904764e-72	0.276728070011737	0.275	0.08	1.54884282700029e-67	20	DNAJB4
7.40220115150797e-72	0.369215420129739	0.376	0.142	1.75743059739102e-67	20	TOB1
9.14547341029475e-72	0.451645554649936	0.486	0.235	2.17131829707218e-67	20	TNRC6B
1.13327995737732e-71	0.330271316202135	0.317	0.106	2.69063327480524e-67	20	B3GNT7
1.3527915941309e-71	0.417456684482983	0.362	0.136	3.21179780278559e-67	20	NARF
1.43721053603769e-71	0.571472441314121	0.326	0.126	3.41222525466068e-67	20	PMAIP1
4.99190533541149e-71	0.40540716330309	0.545	0.272	1.1851781647334e-66	20	S100A13
5.56782527601541e-71	0.435963826409907	0.408	0.19	1.32191307703158e-66	20	NUDT14
9.66077492541174e-71	0.355843911736681	0.347	0.131	2.29366118279126e-66	20	CDC16
1.28734035796944e-70	0.606534168617155	0.13	0.042	3.05640347789104e-66	20	TRIB3
1.31709550080834e-70	0.263541365278947	0.259	0.072	3.12704813801915e-66	20	TCHP
1.69208205340883e-70	0.591266204361564	0.539	0.35	4.01734121120325e-66	20	ATF4
2.05333656484304e-70	0.37864446115419	0.456	0.209	4.87503167225034e-66	20	UBL3
4.37948929505266e-70	0.286273289814239	0.356	0.134	1.0397783484314e-65	20	FAM129B
4.81973307090037e-70	0.255432797137277	0.195	0.042	1.14430102569317e-65	20	BRF1
7.02733790119111e-70	0.252465284578339	0.245	0.065	1.66843056450079e-65	20	TRIM41
7.2048429568003e-70	0.391512611104002	0.819	0.802	1.71057381480353e-65	20	CALM2
8.24709588695646e-70	0.288249746283986	0.237	0.062	1.9580255054812e-65	20	RCC1
8.30567940472957e-70	0.286904400183441	0.146	0.023	1.97193440427089e-65	20	PABPC1L
8.36659296539572e-70	0.435998622782921	0.68	0.505	1.98639650184425e-65	20	HNRNPF
9.36323070852823e-70	0.429585906552441	0.321	0.117	2.22301823481877e-65	20	TUBB2A
1.52103890739661e-69	0.90272350041642	0.152	0.024	3.61125057394102e-65	20	MSMB
2.50017228857744e-69	0.28343818921516	0.299	0.096	5.93590904754055e-65	20	ZNF33A
3.52820177638522e-69	0.453288922089461	0.493	0.271	8.37665665749378e-65	20	NELFE
5.31690551014785e-69	0.515960773498354	0.402	0.198	1.2623397062193e-64	20	ATXN2L
5.61219419964655e-69	0.390468738419185	0.242	0.076	1.33244714688008e-64	20	DAPK3
8.14454885789123e-69	0.312490257316405	0.338	0.122	1.93367878984054e-64	20	EVI5
9.23449104959819e-69	0.449721675810494	0.658	0.475	2.1924528649956e-64	20	MRPL41
2.1467306958716e-68	0.293876102474961	0.261	0.076	5.09676801813834e-64	20	IP6K1
3.18053865957408e-68	0.305564988392691	0.284	0.089	7.55123488556078e-64	20	CYHR1
3.32583339350272e-68	0.3630260558172	0.434	0.192	7.89619364285416e-64	20	NUP50
3.44558895468469e-68	0.28054543896881	0.235	0.062	8.18051729621239e-64	20	CEP95
3.59322895220726e-68	0.415083770863995	0.808	0.748	8.53104417833047e-64	20	DDX5
3.73504845667885e-68	0.466384227113394	0.509	0.276	8.86775204584694e-64	20	TXNRD1
7.20681756594469e-68	0.292338699676626	0.243	0.067	1.71104262650659e-63	20	FAM120B
8.86650465974915e-68	0.257617195821656	0.219	0.054	2.10508553631764e-63	20	CEP250
1.02847265801942e-67	0.274588438014069	0.247	0.069	2.44179978466971e-63	20	NR1D2
1.30975680656172e-67	0.341252042359794	0.401	0.167	3.10962461013884e-63	20	RERE
1.31966367736305e-67	0.311292898384836	0.372	0.145	3.13314550279535e-63	20	SLK
2.19379950035736e-67	0.264868183662741	0.328	0.116	5.20851877374844e-63	20	SLMAP
2.72906754133206e-67	0.304231976669	0.106	0.012	6.47935215663058e-63	20	MYL9
